word,clicks,impressions,cost,convertedClicks,Cost/Converted Click,,word,clicks,impressions,cost,convertedClicks
,,,,,,,searfoss,2,4,2.39,0
,,,,,,,middleton,3,3,2.39,0
,,,,,,,brunswick,4,7,2.39,0
,,,,,,,killian,2,3,2.39,0
,,,,,,,section,3,3,2.39,0
,,,,,,,connole,4,5,2.39,0
,,,,,,,hendricks,5,4,2.39,0
,,,,,,,cogswell,2,3,2.39,0
,,,,,,,marys,3,2,2.39,0
,,,,,,,gallia,4,4,2.39,0
,,,,,,,nickel,2,3,2.39,0
,,,,,,,hix,2,1,2.38,0
,,,,,,,hoc,4,6,2.38,0
,,,,,,,sarah,4,10,2.38,0
,,,,,,,regimental,7,10,2.38,0
,,,,,,,handle,4,22,2.38,0
,,,,,,,luft,3,6,2.38,0
,,,,,,,harrington,2,5,2.38,0
,,,,,,,austrian,3,4,2.38,0
,,,,,,,button,4,5,2.38,0
,,,,,,,127,3,4,2.38,0
,,,,,,,hartwig,2,2,2.38,0
,,,,,,,higgins,4,4,2.38,0
,,,,,,,enemy,4,4,2.38,0
,,,,,,,plate,4,15,2.38,0
,,,,,,,industry,3,131,2.38,0
,,,,,,,wwii_dead,3,5,2.38,0
,,,,,,,rdm2,2,2,2.38,0
,,,,,,,mighty,3,3,2.38,0
,,,,,,,carlisle,5,6,2.37,0
,,,,,,,ruffin,2,2,2.37,0
,,,,,,,cons,3,4,2.37,0
,,,,,,,coe,4,5,2.37,0
,,,,,,,sherry,3,5,2.37,0
,,,,,,,rooney,2,3,2.37,0
,,,,,,,covil,5,4,2.37,0
,,,,,,,herring,3,5,2.37,0
,,,,,,,les,3,4,2.37,0
,,,,,,,kennon,1,1,2.37,0
,,,,,,,phila,4,5,2.37,0
,,,,,,,roads,4,14,2.37,0
,,,,,,,syruved,3,4,2.37,0
,,,,,,,waltham,3,4,2.37,0
,,,,,,,ussr,4,12,2.37,0
,,,,,,,1955,3,6,2.37,0
,,,,,,,loyalists,5,9,2.36,0
,,,,,,,wear,4,8,2.36,0
,,,,,,,print,3,4,2.36,0
,,,,,,,recipeians,2,3,2.36,0
,,,,,,,armand,3,3,2.36,0
,,,,,,,recrods,1,1,2.36,0
,,,,,,,albin,3,3,2.36,0
,,,,,,,lou,5,6,2.36,0
,,,,,,,waverly,4,6,2.36,0
,,,,,,,coker,2,3,2.36,0
,,,,,,,liner,3,3,2.36,0
,,,,,,,strauss,4,5,2.36,0
,,,,,,,prove,5,7,2.36,0
,,,,,,,1993,2,3,2.36,0
,,,,,,,serach,1,1,2.35,0
,,,,,,,kaufman,3,5,2.35,0
,,,,,,,acorn,3,3,2.35,0
,,,,,,,rudy,2,3,2.35,0
,,,,,,,440,2,3,2.35,0
,,,,,,,440,2,3,2.35,0
,,,,,,,redwine,2,2,2.35,0
,,,,,,,platt,5,7,2.35,0
,,,,,,,vietnamese,4,4,2.35,0
,,,,,,,armt,1,1,2.35,0
,,,,,,,oetter,3,3,2.35,0
,,,,,,,1983,4,8,2.35,0
,,,,,,,trooper,4,14,2.35,0
,,,,,,,manifest,4,7,2.35,0
,,,,,,,kiszelik,2,2,2.34,0
,,,,,,,vegas,2,2,2.34,0
,,,,,,,rayford,2,2,2.34,0
,,,,,,,las,2,2,2.34,0
,,,,,,,trail,5,14,2.34,0
,,,,,,,pender,2,2,2.34,0
,,,,,,,kilroy,4,28,2.34,0
,,,,,,,lilly,6,46,2.34,0
,,,,,,,tong,4,8,2.34,0
,,,,,,,raider,3,4,2.34,0
,,,,,,,mabel,3,4,2.34,0
,,,,,,,heath,4,5,2.34,0
,,,,,,,dobbs,3,3,2.34,0
,,,,,,,fusiliers,3,3,2.33,0
,,,,,,,ware,5,7,2.33,0
,,,,,,,oglethorpe,3,4,2.33,0
,,,,,,,bustamante,3,3,2.33,0
,,,,,,,allison,4,4,2.33,0
,,,,,,,law,2,2,2.33,0
,,,,,,,grafton,3,3,2.33,0
,,,,,,,fresno,4,9,2.33,0
,,,,,,,pryor,4,7,2.33,0
,,,,,,,copley,2,2,2.33,0
,,,,,,,sheriff,3,3,2.33,0
,,,,,,,intrepid,4,11,2.33,0
,,,,,,,phillipine,4,3,2.33,0
,,,,,,,136th,4,5,2.32,0
,,,,,,,regarding,4,5,2.32,0
,,,,,,,hawk,4,58,2.32,0
,,,,,,,boswell,3,3,2.32,0
,,,,,,,kitchen,3,28,2.32,0
,,,,,,,belle,5,6,2.32,0
,,,,,,,symbol,4,8,2.32,0
,,,,,,,meet,2,2,2.32,0
,,,,,,,himelright,2,1,2.32,0
,,,,,,,written,4,6,2.32,0
,,,,,,,burr,2,3,2.32,0
,,,,,,,holden,4,24,2.32,0
,,,,,,,percival,2,1,2.32,0
,,,,,,,ww2soldiers,2,3,2.31,0
,,,,,,,nigro,2,4,2.31,0
,,,,,,,dock,2,3,2.31,0
,,,,,,,179th,4,8,2.31,0
,,,,,,,deads,6,31,2.31,0
,,,,,,,elias,4,5,2.31,0
,,,,,,,anthology,3,5,2.31,0
,,,,,,,1980's,2,3,2.31,0
,,,,,,,verdun,4,4,2.31,0
,,,,,,,decker,4,7,2.31,0
,,,,,,,emory,3,4,2.31,0
,,,,,,,friend,3,4,2.3,0
,,,,,,,ursin,2,1,2.3,0
,,,,,,,atrocities,5,10,2.3,0
,,,,,,,aj,5,5,2.3,0
,,,,,,,divided,4,6,2.3,0
,,,,,,,tyler,5,10,2.3,0
,,,,,,,divisional,3,19,2.3,0
,,,,,,,operators,3,5,2.3,0
,,,,,,,p38,3,3,2.3,0
,,,,,,,savage,4,16,2.3,0
,,,,,,,theomile,2,1,2.3,0
,,,,,,,prejean,2,1,2.3,0
,,,,,,,turned,3,6,2.3,0
,,,,,,,mcclelland,2,2,2.3,0
,,,,,,,munich,4,6,2.3,0
,,,,,,,lilley,2,7,2.3,0
,,,,,,,calwell,2,1,2.3,0
,,,,,,,ending,4,4,2.3,0
,,,,,,,milo,4,7,2.3,0
,,,,,,,dolbeare,2,1,2.3,0
,,,,,,,ords,2,2,2.29,0
,,,,,,,gift,3,7,2.29,0
,,,,,,,bibliography,4,10,2.29,0
,,,,,,,novels,3,5,2.29,0
,,,,,,,quiz,4,17,2.29,0
,,,,,,,journal,6,11,2.29,0
,,,,,,,smolinski,3,3,2.29,0
,,,,,,,cable,4,5,2.29,0
,,,,,,,wife,4,5,2.29,0
,,,,,,,180th,3,5,2.29,0
,,,,,,,toys,4,475,2.29,0
,,,,,,,albums,2,15,2.29,0
,,,,,,,redding,3,4,2.29,0
,,,,,,,week,3,3,2.28,0
,,,,,,,ba,2,7,2.28,0
,,,,,,,january,4,6,2.28,0
,,,,,,,reynaldo,3,3,2.28,0
,,,,,,,kitner,2,2,2.28,0
,,,,,,,det,4,8,2.28,0
,,,,,,,saw,4,4,2.28,0
,,,,,,,nui,2,7,2.28,0
,,,,,,,poindexter,2,2,2.28,0
,,,,,,,bullets,4,161,2.28,0
,,,,,,,worlds,3,362,2.28,0
,,,,,,,wacs,2,4,2.27,0
,,,,,,,stille,2,5,2.27,0
,,,,,,,return,4,4,2.27,0
,,,,,,,alford,5,8,2.27,0
,,,,,,,rocks,3,5,2.27,0
,,,,,,,whete,1,1,2.27,0
,,,,,,,separation,2,4,2.27,0
,,,,,,,colonels,9,19,2.27,0
,,,,,,,hutchins,3,4,2.27,0
,,,,,,,jump,3,3,2.26,0
,,,,,,,cpo,4,5,2.26,0
,,,,,,,interpreters,3,4,2.26,0
,,,,,,,labor,3,3,2.26,0
,,,,,,,september,4,4,2.26,0
,,,,,,,widow,5,6,2.26,0
,,,,,,,castillo,3,3,2.26,0
,,,,,,,revalutionary,5,6,2.26,0
,,,,,,,hurt,2,2,2.26,0
,,,,,,,hathcock,2,3,2.25,0
,,,,,,,sylvan,2,2,2.25,0
,,,,,,,walls,3,3,2.25,0
,,,,,,,duhl,2,9,2.25,0
,,,,,,,printable,3,4,2.25,0
,,,,,,,rebellion,3,8,2.25,0
,,,,,,,vienna,3,4,2.25,0
,,,,,,,behind,4,7,2.25,0
,,,,,,,gould,4,6,2.25,0
,,,,,,,pond,5,5,2.25,0
,,,,,,,wisniewski,2,8,2.25,0
,,,,,,,purpose,3,3,2.25,0
,,,,,,,reilly,2,2,2.25,0
,,,,,,,hepburn,2,5,2.25,0
,,,,,,,ayers,3,3,2.25,0
,,,,,,,1950s,5,9,2.25,0
,,,,,,,bloody,4,18,2.25,0
,,,,,,,periods,3,3,2.25,0
,,,,,,,southland,3,3,2.25,0
,,,,,,,502nd,3,5,2.25,0
,,,,,,,athlete,9,297,2.25,0
,,,,,,,sammy,2,2,2.24,0
,,,,,,,gerstner,5,11,2.24,0
,,,,,,,emile,3,5,2.24,0
,,,,,,,phu,5,24,2.24,0
,,,,,,,furman,4,8,2.24,0
,,,,,,,mccavera,2,1,2.24,0
,,,,,,,issued,3,3,2.24,0
,,,,,,,malta,5,7,2.24,0
,,,,,,,gofton,2,3,2.24,0
,,,,,,,highway,5,7,2.24,0
,,,,,,,recruits,5,7,2.24,0
,,,,,,,130th,4,7,2.24,0
,,,,,,,69,4,4,2.23,0
,,,,,,,helmer,3,2,2.23,0
,,,,,,,barthlow,1,1,2.23,0
,,,,,,,hendrickson,3,2,2.23,0
,,,,,,,schirmer,3,3,2.23,0
,,,,,,,pier,2,2,2.23,0
,,,,,,,hobbs,3,5,2.23,0
,,,,,,,templeton,3,6,2.23,0
,,,,,,,vincennes,4,7,2.23,0
,,,,,,,lagrange,3,3,2.23,0
,,,,,,,signore,3,4,2.23,0
,,,,,,,desert,4,5,2.23,0
,,,,,,,washburn,3,4,2.23,0
,,,,,,,pierson,2,3,2.23,0
,,,,,,,rupert,3,4,2.23,0
,,,,,,,graduates,5,10,2.23,0
,,,,,,,euel,4,7,2.22,0
,,,,,,,glasses,2,2,2.22,0
,,,,,,,released,4,5,2.22,0
,,,,,,,knicley,2,1,2.22,0
,,,,,,,beverly,3,8,2.22,0
,,,,,,,nuclear,4,6,2.22,0
,,,,,,,keyes,2,2,2.22,0
,,,,,,,hula,2,2,2.22,0
,,,,,,,hodges,3,6,2.22,0
,,,,,,,c47,2,6,2.22,0
,,,,,,,industrial,7,126,2.22,0
,,,,,,,dwayne,3,5,2.21,0
,,,,,,,argyll,3,4,2.21,0
,,,,,,,ondo,1,1,2.21,0
,,,,,,,sledd,6,5,2.21,0
,,,,,,,wooden,3,8,2.21,0
,,,,,,,party,3,6,2.21,0
,,,,,,,idea,2,5,2.21,0
,,,,,,,coley,2,4,2.21,0
,,,,,,,jackets,2,75,2.21,0
,,,,,,,mitsuru,1,1,2.21,0
,,,,,,,sarkis,3,3,2.21,0
,,,,,,,montreuil,2,2,2.21,0
,,,,,,,murry,3,4,2.2,0
,,,,,,,worldwarii,2,4,2.2,0
,,,,,,,donnelly,2,3,2.2,0
,,,,,,,manassas,4,13,2.2,0
,,,,,,,wolverine,2,1,2.2,0
,,,,,,,duties,4,5,2.2,0
,,,,,,,borinqueneers,3,4,2.2,0
,,,,,,,34648949,1,3,2.2,0
,,,,,,,coffee,4,4,2.2,0
,,,,,,,ride,3,17,2.2,0
,,,,,,,peck,5,6,2.2,0
,,,,,,,nose,3,9,2.2,0
,,,,,,,biography,6,14,2.2,0
,,,,,,,brix,2,2,2.2,0
,,,,,,,middlesex,3,4,2.2,0
,,,,,,,figure,2,2,2.19,0
,,,,,,,dodd,4,6,2.19,0
,,,,,,,ap,2,2,2.19,0
,,,,,,,ruptured,2,5,2.19,0
,,,,,,,corcoran,2,3,2.19,0
,,,,,,,ski,3,5,2.19,0
,,,,,,,haffner,3,5,2.19,0
,,,,,,,else,3,2,2.19,0
,,,,,,,1860,5,7,2.19,0
,,,,,,,eight,3,2,2.19,0
,,,,,,,norbert,3,4,2.19,0
,,,,,,,255,3,2,2.19,0
,,,,,,,detailed,3,3,2.19,0
,,,,,,,spalding,2,3,2.19,0
,,,,,,,caron,3,3,2.19,0
,,,,,,,grantspass,2,2,2.18,0
,,,,,,,ogden,3,4,2.18,0
,,,,,,,casimer,2,2,2.18,0
,,,,,,,1776,6,9,2.18,0
,,,,,,,mayo,3,3,2.18,0
,,,,,,,503rd,3,3,2.18,0
,,,,,,,ernie,6,92,2.18,0
,,,,,,,cities,5,12,2.18,0
,,,,,,,papelian,3,3,2.18,0
,,,,,,,bsm,3,3,2.18,0
,,,,,,,indians,5,27,2.18,0
,,,,,,,frog,4,4,2.18,0
,,,,,,,kirk,4,5,2.18,0
,,,,,,,parrott,2,2,2.18,0
,,,,,,,while,3,3,2.18,0
,,,,,,,activity,4,5,2.18,0
,,,,,,,biddle,4,8,2.18,0
,,,,,,,pau,3,12,2.18,0
,,,,,,,1878,2,22,2.18,0
,,,,,,,teacher,4,5,2.17,0
,,,,,,,eldon,3,5,2.17,0
,,,,,,,cowpens,3,2,2.17,0
,,,,,,,1892,3,5,2.17,0
,,,,,,,306,4,7,2.17,0
,,,,,,,schmidt,6,8,2.17,0
,,,,,,,assn,3,4,2.17,0
,,,,,,,emerald,2,3,2.17,0
,,,,,,,bentley,4,11,2.17,0
,,,,,,,chadwicks,2,4,2.17,0
,,,,,,,claud,3,7,2.17,0
,,,,,,,committee,2,7,2.17,0
,,,,,,,geiger,4,3,2.17,0
,,,,,,,gregorio,2,4,2.17,0
,,,,,,,kit,3,3,2.16,0
,,,,,,,hedgerows,3,2,2.16,0
,,,,,,,nugent,2,3,2.16,0
,,,,,,,underwater,3,8,2.16,0
,,,,,,,demolition,3,8,2.16,0
,,,,,,,jarman,3,4,2.16,0
,,,,,,,hank,4,6,2.16,0
,,,,,,,salcido,3,3,2.16,0
,,,,,,,456,3,4,2.16,0
,,,,,,,456,3,4,2.16,0
,,,,,,,bangor,2,2,2.16,0
,,,,,,,symbols,4,12,2.16,0
,,,,,,,spitfire,4,8,2.16,0
,,,,,,,sandoval,3,4,2.16,0
,,,,,,,witt,3,6,2.16,0
,,,,,,,torpedo,5,10,2.16,0
,,,,,,,hungary,4,6,2.15,0
,,,,,,,ltjg,2,3,2.15,0
,,,,,,,philipines,3,3,2.15,0
,,,,,,,canal,4,6,2.15,0
,,,,,,,337,2,21,2.15,0
,,,,,,,blackhawk,2,4,2.15,0
,,,,,,,mccann,4,10,2.15,0
,,,,,,,five,5,6,2.15,0
,,,,,,,accomplish,2,3,2.15,0
,,,,,,,diaries,3,156,2.15,0
,,,,,,,uso,4,10,2.15,0
,,,,,,,kowalski,3,8,2.15,0
,,,,,,,delivered,3,3,2.15,0
,,,,,,,hyde,3,4,2.15,0
,,,,,,,marinette,2,3,2.15,0
,,,,,,,sill,4,6,2.15,0
,,,,,,,watts,2,3,2.15,0
,,,,,,,www1,3,3,2.15,0
,,,,,,,313th,4,10,2.15,0
,,,,,,,frosst,2,2,2.14,0
,,,,,,,hock,3,3,2.14,0
,,,,,,,strickland,3,5,2.14,0
,,,,,,,shows,3,3,2.14,0
,,,,,,,krulikowski,2,3,2.14,0
,,,,,,,funk,3,3,2.14,0
,,,,,,,medina,3,7,2.14,0
,,,,,,,magana,3,3,2.14,0
,,,,,,,tribe,2,3,2.14,0
,,,,,,,vfw,3,4,2.14,0
,,,,,,,counterintelligence,2,1,2.14,0
,,,,,,,mmsb,2,1,2.14,0
,,,,,,,fairfield,3,3,2.14,0
,,,,,,,huston,3,3,2.14,0
,,,,,,,wwii_honorlist,3,5,2.14,0
,,,,,,,alva,3,4,2.14,0
,,,,,,,610,2,4,2.14,0
,,,,,,,cac,3,3,2.14,0
,,,,,,,hidden,4,7,2.14,0
,,,,,,,invaded,3,3,2.13,0
,,,,,,,mlive,4,5,2.13,0
,,,,,,,odom,4,4,2.13,0
,,,,,,,pby,3,3,2.13,0
,,,,,,,hamtramck,2,3,2.13,0
,,,,,,,alston,2,3,2.13,0
,,,,,,,whatley,2,2,2.13,0
,,,,,,,reported,3,3,2.13,0
,,,,,,,soares,2,2,2.13,0
,,,,,,,reagan,2,3,2.13,0
,,,,,,,hoskins,3,4,2.13,0
,,,,,,,infanty,4,4,2.13,0
,,,,,,,deployed,3,4,2.12,0
,,,,,,,atascosa,2,1,2.12,0
,,,,,,,franklyn,3,15,2.12,0
,,,,,,,magill,2,2,2.12,0
,,,,,,,dwyer,3,5,2.12,0
,,,,,,,albany,5,17,2.12,0
,,,,,,,114th,5,8,2.12,0
,,,,,,,donate,3,5,2.12,0
,,,,,,,gerhardt,3,3,2.12,0
,,,,,,,straka,3,2,2.12,0
,,,,,,,test,5,9,2.12,0
,,,,,,,hellcat,4,19,2.12,0
,,,,,,,weldon,3,3,2.12,0
,,,,,,,coombs,3,5,2.12,0
,,,,,,,latham,3,5,2.12,0
,,,,,,,gaydos,2,1,2.12,0
,,,,,,,plants,2,2,2.12,0
,,,,,,,four,4,10,2.12,0
,,,,,,,arm,4,5,2.12,0
,,,,,,,daviess,4,5,2.12,0
,,,,,,,campain,3,5,2.12,0
,,,,,,,mcclung,4,3,2.12,0
,,,,,,,126th,4,4,2.11,0
,,,,,,,gap,6,7,2.11,0
,,,,,,,colt,5,7,2.11,0
,,,,,,,eat,4,6,2.11,0
,,,,,,,westover,2,2,2.11,0
,,,,,,,coins,4,16,2.11,0
,,,,,,,drummer,10,20,2.11,0
,,,,,,,357,4,3,2.11,0
,,,,,,,attack,5,6,2.11,0
,,,,,,,fourth,3,6,2.11,0
,,,,,,,coburn,4,4,2.11,0
,,,,,,,rockford,2,2,2.11,0
,,,,,,,163rd,4,6,2.11,0
,,,,,,,wourld,3,4,2.11,0
,,,,,,,soldies,4,5,2.11,0
,,,,,,,troup,4,3,2.11,0
,,,,,,,stuttgart,2,2,2.11,0
,,,,,,,blakely,3,5,2.1,0
,,,,,,,po,3,4,2.1,0
,,,,,,,reciepents,2,2,2.1,0
,,,,,,,edo,2,2,2.1,0
,,,,,,,wilkerson,3,2,2.1,0
,,,,,,,description,3,5,2.1,0
,,,,,,,store,3,7,2.1,0
,,,,,,,seitz,3,3,2.1,0
,,,,,,,valtin,2,1,2.1,0
,,,,,,,participated,6,7,2.1,0
,,,,,,,lupetti,2,2,2.1,0
,,,,,,,shannon,3,3,2.1,0
,,,,,,,mercer,4,27,2.1,0
,,,,,,,tri,4,28,2.1,0
,,,,,,,tin,3,8,2.1,0
,,,,,,,wwar,2,2,2.1,0
,,,,,,,license,3,3,2.1,0
,,,,,,,development,3,5,2.1,0
,,,,,,,lyman,4,5,2.1,0
,,,,,,,mule,3,6,2.09,0
,,,,,,,gomez,5,14,2.09,0
,,,,,,,zrinsky,1,1,2.09,0
,,,,,,,allsen,1,1,2.09,0
,,,,,,,meany,2,5,2.09,0
,,,,,,,beltz,3,4,2.09,0
,,,,,,,arden,3,6,2.09,0
,,,,,,,lci,4,7,2.09,0
,,,,,,,biggest,3,4,2.09,0
,,,,,,,333,3,9,2.09,0
,,,,,,,jewell,4,5,2.09,0
,,,,,,,tilton,2,2,2.09,0
,,,,,,,till,3,5,2.09,0
,,,,,,,lacy,4,9,2.09,0
,,,,,,,awol,3,11,2.09,0
,,,,,,,garrison,5,7,2.09,0
,,,,,,,griggs,2,2,2.09,0
,,,,,,,motors,3,9,2.08,0
,,,,,,,culberson,2,1,2.08,0
,,,,,,,397th,2,3,2.08,0
,,,,,,,frazier,5,6,2.08,0
,,,,,,,astoria,2,4,2.08,0
,,,,,,,koczan,2,2,2.08,0
,,,,,,,changes,2,1,2.08,0
,,,,,,,qmc,4,6,2.08,0
,,,,,,,cruisers,3,96,2.08,0
,,,,,,,renstrom,1,1,2.08,0
,,,,,,,seaborn,2,1,2.08,0
,,,,,,,halbing,2,1,2.08,0
,,,,,,,revoluntionary,6,13,2.08,0
,,,,,,,prisioners,3,3,2.08,0
,,,,,,,hydrographic,2,2,2.08,0
,,,,,,,gunderson,2,12,2.08,0
,,,,,,,jake,3,3,2.08,0
,,,,,,,russel,3,4,2.08,0
,,,,,,,wandel,2,2,2.08,0
,,,,,,,canteen,3,6,2.08,0
,,,,,,,provo,2,5,2.08,0
,,,,,,,apa,3,5,2.08,0
,,,,,,,knight,4,13,2.08,0
,,,,,,,keenan,2,1,2.08,0
,,,,,,,sylvia,3,3,2.07,0
,,,,,,,lola,2,2,2.07,0
,,,,,,,fernando,2,3,2.07,0
,,,,,,,indonesia,3,6,2.07,0
,,,,,,,diver,3,2,2.07,0
,,,,,,,corona,4,4,2.07,0
,,,,,,,carmichael,4,7,2.07,0
,,,,,,,leg,4,3,2.07,0
,,,,,,,ellison,2,3,2.07,0
,,,,,,,revolver,3,18,2.07,0
,,,,,,,shaffer,2,3,2.07,0
,,,,,,,yeager,4,5,2.07,0
,,,,,,,street,3,48,2.07,0
,,,,,,,crane,5,5,2.07,0
,,,,,,,carol,4,7,2.07,0
,,,,,,,trumbull,3,6,2.06,0
,,,,,,,shenandoah,6,6,2.06,0
,,,,,,,mnogueras,2,6,2.06,0
,,,,,,,hay,3,3,2.06,0
,,,,,,,commanders,5,12,2.06,0
,,,,,,,un,4,10,2.06,0
,,,,,,,thunder,2,3,2.06,0
,,,,,,,umbarger,1,1,2.06,0
,,,,,,,adrian,5,17,2.06,0
,,,,,,,wed,3,2,2.06,0
,,,,,,,donovan,5,5,2.06,0
,,,,,,,704,2,2,2.06,0
,,,,,,,tinsleyrucker,2,1,2.06,0
,,,,,,,galvin,2,5,2.06,0
,,,,,,,batinich,2,4,2.06,0
,,,,,,,uhl,3,8,2.06,0
,,,,,,,clement,4,9,2.06,0
,,,,,,,threlkeld,2,1,2.06,0
,,,,,,,orphans,3,8,2.05,0
,,,,,,,repository,2,5,2.05,0
,,,,,,,subs,4,8,2.05,0
,,,,,,,mcgowan,3,8,2.05,0
,,,,,,,babies,3,4,2.05,0
,,,,,,,evan,6,7,2.05,0
,,,,,,,clem,3,3,2.05,0
,,,,,,,tatoos,3,3,2.05,0
,,,,,,,exchanges,4,8,2.05,0
,,,,,,,glidewell,2,2,2.05,0
,,,,,,,cerrato,1,1,2.05,0
,,,,,,,delemeco,2,2,2.05,0
,,,,,,,radioman,3,3,2.05,0
,,,,,,,civi,4,15,2.05,0
,,,,,,,mers,1,1,2.05,0
,,,,,,,escott,2,6,2.05,0
,,,,,,,voss,2,2,2.05,0
,,,,,,,telemeco,2,2,2.05,0
,,,,,,,personnell,3,3,2.05,0
,,,,,,,next,3,9,2.05,0
,,,,,,,trunk,3,2,2.05,0
,,,,,,,elton,4,4,2.05,0
,,,,,,,minneapolis,3,3,2.05,0
,,,,,,,chronicles,2,16,2.05,0
,,,,,,,boer,2,2,2.04,0
,,,,,,,gilliam,4,5,2.04,0
,,,,,,,gillette,4,6,2.04,0
,,,,,,,cockerham,2,3,2.04,0
,,,,,,,loyd,3,6,2.04,0
,,,,,,,jb,6,9,2.04,0
,,,,,,,fromm,4,4,2.04,0
,,,,,,,137th,3,2,2.04,0
,,,,,,,pettit,3,9,2.04,0
,,,,,,,striking,2,1,2.04,0
,,,,,,,mental,2,4,2.04,0
,,,,,,,pratt,3,3,2.04,0
,,,,,,,ovi,5,4,2.04,0
,,,,,,,boyles,2,1,2.04,0
,,,,,,,fannin,4,4,2.04,0
,,,,,,,394,2,3,2.04,0
,,,,,,,coffey,2,3,2.04,0
,,,,,,,helicopter,4,8,2.04,0
,,,,,,,musolino,1,1,2.04,0
,,,,,,,mummert,2,4,2.04,0
,,,,,,,lovel,2,20,2.04,0
,,,,,,,woldwar,2,4,2.04,0
,,,,,,,specifically,2,1,2.04,0
,,,,,,,valentin,2,3,2.04,0
,,,,,,,lesley,2,2,2.04,0
,,,,,,,stan,3,6,2.03,0
,,,,,,,babbie,1,1,2.03,0
,,,,,,,dixie,4,5,2.03,0
,,,,,,,maria,3,4,2.03,0
,,,,,,,oath,4,13,2.03,0
,,,,,,,compass,3,101,2.03,0
,,,,,,,trang,4,3,2.03,0
,,,,,,,commando,3,4,2.03,0
,,,,,,,castle,4,5,2.03,0
,,,,,,,miltiary,2,2,2.03,0
,,,,,,,armey,4,4,2.03,0
,,,,,,,enrollment,2,2,2.03,0
,,,,,,,reiter,2,2,2.03,0
,,,,,,,kevin,2,3,2.03,0
,,,,,,,moser,2,2,2.03,0
,,,,,,,brannen,3,5,2.02,0
,,,,,,,lois,5,7,2.02,0
,,,,,,,kenth,1,1,2.02,0
,,,,,,,herkenhoff,1,1,2.02,0
,,,,,,,right,4,7,2.02,0
,,,,,,,flensburg,1,2,2.02,0
,,,,,,,ferracane,1,1,2.02,0
,,,,,,,tunisia,4,5,2.02,0
,,,,,,,cruise,3,4,2.02,0
,,,,,,,comics,3,3,2.02,0
,,,,,,,judge,3,3,2.02,0
,,,,,,,blanchard,4,4,2.02,0
,,,,,,,worst,3,3,2.02,0
,,,,,,,murwick,1,2,2.02,0
,,,,,,,emoji,4,7,2.02,0
,,,,,,,secretary,3,8,2.02,0
,,,,,,,surrenders,3,3,2.02,0
,,,,,,,unknowns,3,7,2.01,0
,,,,,,,manual,2,3,2.01,0
,,,,,,,objector,4,6,2.01,0
,,,,,,,isle,3,5,2.01,0
,,,,,,,mullen,4,7,2.01,0
,,,,,,,whitingham,2,3,2.01,0
,,,,,,,cobuzzi,2,2,2.01,0
,,,,,,,inch,4,8,2.01,0
,,,,,,,kibel,1,1,2.01,0
,,,,,,,recoreds,2,2,2.01,0
,,,,,,,sup,3,6,2.01,0
,,,,,,,journey,5,6,2.01,0
,,,,,,,dunkirk,5,7,2.01,0
,,,,,,,fortress,4,5,2.01,0
,,,,,,,mikel,1,1,2.01,0
,,,,,,,format,3,2,2.01,0
,,,,,,,85th,2,6,2.01,0
,,,,,,,tone,2,2,2.01,0
,,,,,,,anstery,1,1,2.01,0
,,,,,,,cas,3,3,2.01,0
,,,,,,,looney,2,3,2.01,0
,,,,,,,mcclure,3,16,2.01,0
,,,,,,,chandler,4,3,2.01,0
,,,,,,,successful,3,5,2.01,0
,,,,,,,boynton,3,5,2.01,0
,,,,,,,draw,3,3,2,0
,,,,,,,bendall,2,1,2,0
,,,,,,,rackley,3,4,2,0
,,,,,,,ie,3,9,2,0
,,,,,,,jeffery,2,4,2,0
,,,,,,,bosteels,2,4,2,0
,,,,,,,holy,2,2,2,0
,,,,,,,deserted,3,3,2,0
,,,,,,,guerre,3,3,2,0
,,,,,,,magazines,4,10,2,0
,,,,,,,cambria,2,2,2,0
,,,,,,,363,2,2,2,0
,,,,,,,yet,3,2,2,0
,,,,,,,hocking,3,3,2,0
,,,,,,,yokela,2,1,2,0
,,,,,,,rooster,3,3,2,0
,,,,,,,thurman,5,7,2,0
,,,,,,,participation,4,4,2,0
,,,,,,,ave,3,3,2,0
,,,,,,,dibattista,2,2,2,0
,,,,,,,orland,2,3,2,0
,,,,,,,lifler,1,1,2,0
,,,,,,,biak,5,29,2,0
,,,,,,,jh,3,7,1.99,0
,,,,,,,flannagan,1,1,1.99,0
,,,,,,,lutz,2,7,1.99,0
,,,,,,,lenard,3,7,1.99,0
,,,,,,,cpt,5,9,1.99,0
,,,,,,,write,2,2,1.99,0
,,,,,,,kafka,1,1,1.99,0
,,,,,,,vargas,4,4,1.99,0
,,,,,,,utley,2,2,1.99,0
,,,,,,,gleason,3,6,1.99,0
,,,,,,,biancamano,2,6,1.99,0
,,,,,,,parke,3,5,1.99,0
,,,,,,,auction,3,7,1.99,0
,,,,,,,providence,3,5,1.99,0
,,,,,,,human,2,2,1.99,0
,,,,,,,gallipoli,4,23,1.99,0
,,,,,,,moran,3,4,1.99,0
,,,,,,,amy,5,7,1.99,0
,,,,,,,tsgt,2,5,1.99,0
,,,,,,,lemuel,2,2,1.99,0
,,,,,,,anison,3,2,1.99,0
,,,,,,,suarez,3,3,1.99,0
,,,,,,,ww2vets,3,4,1.99,0
,,,,,,,48,3,4,1.98,0
,,,,,,,scannapieco,1,1,1.98,0
,,,,,,,bunch,2,1,1.98,0
