word,clicks,impressions,cost,convertedClicks,Cost/Converted Click,,word,clicks,impressions,cost,convertedClicks
,,,,,,,keelan,1,1,0.44,0
,,,,,,,35800179,1,2,0.44,0
,,,,,,,soth,1,1,0.44,0
,,,,,,,regions,1,3,0.44,0
,,,,,,,sonz,2,2,0.44,0
,,,,,,,artilary,1,1,0.44,0
,,,,,,,20759824,1,1,0.44,0
,,,,,,,4128th,1,2,0.44,0
,,,,,,,506th,1,1,0.44,0
,,,,,,,153,2,2,0.44,0
,,,,,,,14130696,1,1,0.44,0
,,,,,,,35800179,1,2,0.44,0
,,,,,,,feel,1,3,0.44,0
,,,,,,,heavey,1,1,0.44,0
,,,,,,,nicaraguan,1,3,0.44,0
,,,,,,,spomer,1,1,0.44,0
,,,,,,,nellis,1,1,0.44,0
,,,,,,,thierer,1,2,0.44,0
,,,,,,,stiefel,1,1,0.44,0
,,,,,,,gonser,1,1,0.44,0
,,,,,,,mystery,1,1,0.44,0
,,,,,,,burkhart,1,3,0.44,0
,,,,,,,0ne,1,1,0.44,0
,,,,,,,maresco,1,1,0.44,0
,,,,,,,farrow,1,1,0.44,0
,,,,,,,builders,1,6,0.44,0
,,,,,,,mobbs,1,2,0.44,0
,,,,,,,carlon,1,2,0.44,0
,,,,,,,montclair,1,1,0.44,0
,,,,,,,serviceem,1,1,0.44,0
,,,,,,,937,1,1,0.44,0
,,,,,,,infocus,1,1,0.44,0
,,,,,,,marucci,1,1,0.44,0
,,,,,,,totals,1,1,0.44,0
,,,,,,,maintanance,1,1,0.44,0
,,,,,,,marguerite,1,1,0.44,0
,,,,,,,nickell,1,1,0.44,0
,,,,,,,blues,1,2,0.44,0
,,,,,,,891,1,6,0.44,0
,,,,,,,lcss,1,1,0.44,0
,,,,,,,bernar,1,1,0.44,0
,,,,,,,sermons,1,7,0.44,0
,,,,,,,mcneill,1,1,0.44,0
,,,,,,,flahvin,1,5,0.44,0
,,,,,,,wwair,1,1,0.44,0
,,,,,,,psychiatrists,1,2,0.44,0
,,,,,,,koles,2,1,0.44,0
,,,,,,,clouser,1,3,0.44,0
,,,,,,,felsberg,1,3,0.44,0
,,,,,,,licensing,1,2,0.44,0
,,,,,,,ewart,1,1,0.44,0
,,,,,,,paynterwest,1,1,0.44,0
,,,,,,,borderers,1,1,0.44,0
,,,,,,,ww11navyships,1,1,0.44,0
,,,,,,,aston,1,1,0.44,0
,,,,,,,dijohn,1,1,0.44,0
,,,,,,,mummers,1,1,0.44,0
,,,,,,,alsworth,2,1,0.44,0
,,,,,,,peeler,1,1,0.44,0
,,,,,,,gervis,1,1,0.44,0
,,,,,,,colonist,1,1,0.44,0
,,,,,,,thoms,1,3,0.44,0
,,,,,,,v173,1,5,0.44,0
,,,,,,,gustaf,1,1,0.44,0
,,,,,,,causey,1,4,0.44,0
,,,,,,,hellewell,1,1,0.44,0
,,,,,,,quesenberry,1,1,0.44,0
,,,,,,,hackney,1,1,0.44,0
,,,,,,,horney,1,1,0.44,0
,,,,,,,mumford,1,1,0.44,0
,,,,,,,nanos,1,1,0.44,0
,,,,,,,almon,1,2,0.44,0
,,,,,,,finkelstein,1,1,0.44,0
,,,,,,,nanes,1,1,0.44,0
,,,,,,,birdsell,1,1,0.44,0
,,,,,,,mobley,2,2,0.44,0
,,,,,,,static,1,1,0.44,0
,,,,,,,trhe,1,1,0.44,0
,,,,,,,amcraft,1,1,0.44,0
,,,,,,,746th,2,8,0.44,0
,,,,,,,airforcebase,1,1,0.44,0
,,,,,,,housewives,2,2,0.44,0
,,,,,,,valadez,1,1,0.44,0
,,,,,,,players,2,2,0.44,0
,,,,,,,mineral,1,2,0.44,0
,,,,,,,electrition,1,2,0.44,0
,,,,,,,38590740,1,1,0.44,0
,,,,,,,lambdin,1,1,0.44,0
,,,,,,,wallingford,1,1,0.43,0
,,,,,,,eppes,1,1,0.43,0
,,,,,,,prey,1,3,0.43,0
,,,,,,,causarano,1,4,0.43,0
,,,,,,,thematic,1,1,0.43,0
,,,,,,,jucket,1,1,0.43,0
,,,,,,,orer,1,3,0.43,0
,,,,,,,cedarburg,1,1,0.43,0
,,,,,,,koy,1,1,0.43,0
,,,,,,,koe,1,2,0.43,0
,,,,,,,advancements,1,2,0.43,0
,,,,,,,medicine,1,1,0.43,0
,,,,,,,westchicagomuesumcivilwar,1,1,0.43,0
,,,,,,,loveday,1,1,0.43,0
,,,,,,,winkle,1,1,0.43,0
,,,,,,,lori,1,1,0.43,0
,,,,,,,wreck,1,1,0.43,0
,,,,,,,perciful,1,2,0.43,0
,,,,,,,ii+,1,1,0.43,0
,,,,,,,m2,1,1,0.43,0
,,,,,,,qe,1,1,0.43,0
,,,,,,,crue,1,1,0.43,0
,,,,,,,clarksdale,1,1,0.43,0
,,,,,,,weels,1,1,0.43,0
,,,,,,,eiswerth,1,2,0.43,0
,,,,,,,nineveh,1,2,0.43,0
,,,,,,,maybery,1,1,0.43,0
,,,,,,,zane,1,3,0.43,0
,,,,,,,bracelet,1,1,0.43,0
,,,,,,,380th,1,4,0.43,0
,,,,,,,roadshow,1,1,0.43,0
,,,,,,,calendar,1,2,0.43,0
,,,,,,,chadury,1,1,0.43,0
,,,,,,,wickipedia,1,1,0.43,0
,,,,,,,probst,1,1,0.43,0
,,,,,,,teletypist,1,1,0.43,0
,,,,,,,wathen's,1,1,0.43,0
,,,,,,,ivester,1,1,0.43,0
,,,,,,,kaschak,1,1,0.43,0
,,,,,,,goswicks,1,1,0.43,0
,,,,,,,funerals,1,1,0.43,0
,,,,,,,beauty,1,1,0.43,0
,,,,,,,satans,1,1,0.43,0
,,,,,,,framingham,1,4,0.43,0
,,,,,,,planeview,1,4,0.43,0
,,,,,,,vidal,1,2,0.43,0
,,,,,,,preseau,1,1,0.43,0
,,,,,,,citzen,1,6,0.43,0
,,,,,,,avenue,1,1,0.43,0
,,,,,,,bordelon,1,1,0.43,0
,,,,,,,ethiopian,1,1,0.43,0
,,,,,,,uhrichsville,1,2,0.43,0
,,,,,,,coleww2,1,1,0.43,0
,,,,,,,stembridge,1,1,0.43,0
,,,,,,,coolidge,1,1,0.43,0
,,,,,,,intocht,1,1,0.43,0
,,,,,,,earwood,1,3,0.43,0
,,,,,,,reconstuction,1,1,0.43,0
,,,,,,,seceders,1,1,0.43,0
,,,,,,,game?s,1,1,0.43,0
,,,,,,,musiem,1,2,0.43,0
,,,,,,,ww2guns,1,3,0.43,0
,,,,,,,oiler,1,1,0.43,0
,,,,,,,ochmdhgs,1,1,0.43,0
,,,,,,,racoon,1,1,0.43,0
,,,,,,,goggles,1,5,0.43,0
,,,,,,,deday,1,1,0.43,0
,,,,,,,321st,1,1,0.43,0
,,,,,,,keele,1,2,0.43,0
,,,,,,,grassland,1,1,0.43,0
,,,,,,,colliers,1,1,0.43,0
,,,,,,,amario,1,1,0.43,0
,,,,,,,blencowe,1,2,0.43,0
,,,,,,,eoff,1,1,0.43,0
,,,,,,,eireli,1,1,0.43,0
,,,,,,,iiossword,1,1,0.43,0
,,,,,,,lay,1,1,0.43,0
,,,,,,,gilligan,1,2,0.43,0
,,,,,,,depouli,1,1,0.43,0
,,,,,,,napier,1,1,0.43,0
,,,,,,,risley,1,3,0.43,0
,,,,,,,whta,1,1,0.43,0
,,,,,,,pirate,1,2,0.43,0
,,,,,,,centennial,2,2,0.43,0
,,,,,,,selig,1,1,0.43,0
,,,,,,,absolum,1,2,0.43,0
,,,,,,,spurgeon,1,3,0.43,0
,,,,,,,wher,1,1,0.43,0
,,,,,,,mtb,2,2,0.43,0
,,,,,,,willi,1,1,0.43,0
,,,,,,,unitsww2illinpis,1,1,0.43,0
,,,,,,,lawver,1,2,0.43,0
,,,,,,,fazzie,1,1,0.43,0
,,,,,,,bickford,1,2,0.43,0
,,,,,,,bedridden,1,1,0.43,0
,,,,,,,ochiai,1,2,0.43,0
,,,,,,,lively,1,4,0.43,0
,,,,,,,pickens,2,2,0.43,0
,,,,,,,pickett,1,1,0.43,0
,,,,,,,moive,1,7,0.43,0
,,,,,,,coolandgreat,1,4,0.43,0
,,,,,,,myclintok,1,1,0.43,0
,,,,,,,cpoin,1,1,0.43,0
,,,,,,,earlier,1,1,0.43,0
,,,,,,,heroism,1,1,0.43,0
,,,,,,,christophe,1,1,0.43,0
,,,,,,,muhlenberg,1,1,0.43,0
,,,,,,,mccaffery,1,1,0.43,0
,,,,,,,hurock,1,3,0.43,0
,,,,,,,wwtwomedalrecipients,1,2,0.43,0
,,,,,,,preble,1,1,0.43,0
,,,,,,,nordquist,1,1,0.43,0
,,,,,,,openshaw,1,1,0.43,0
,,,,,,,1610,1,1,0.43,0
,,,,,,,36488290,1,2,0.43,0
,,,,,,,weingartner,1,1,0.43,0
,,,,,,,neller,1,1,0.43,0
,,,,,,,ww2gunstrap,1,1,0.43,0
,,,,,,,submariner,1,2,0.43,0
,,,,,,,379,1,3,0.43,0
,,,,,,,university,1,2,0.43,0
,,,,,,,ny8thheavyartillerycivilwarbattles,1,1,0.43,0
,,,,,,,wiiam,1,1,0.43,0
,,,,,,,barley,1,1,0.43,0
,,,,,,,devane,1,1,0.43,0
,,,,,,,jewett,1,1,0.43,0
,,,,,,,palu,1,2,0.43,0
,,,,,,,refuses,2,20,0.43,0
,,,,,,,uw2uyyydywq,1,1,0.43,0
,,,,,,,60101,1,1,0.43,0
,,,,,,,caserine,1,1,0.43,0
,,,,,,,brodocks,1,2,0.43,0
,,,,,,,sarget,1,1,0.43,0
,,,,,,,blanket,1,2,0.43,0
,,,,,,,huffsey,1,2,0.43,0
,,,,,,,soldr,1,1,0.43,0
,,,,,,,dahlman,1,1,0.43,0
,,,,,,,wht,1,1,0.43,0
,,,,,,,nell,1,1,0.43,0
,,,,,,,collectiables,1,1,0.43,0
,,,,,,,powder,1,2,0.43,0
,,,,,,,farthest,1,1,0.43,0
,,,,,,,crafte,1,2,0.43,0
,,,,,,,braken,1,1,0.43,0
,,,,,,,tie,1,1,0.43,0
,,,,,,,lorain,1,1,0.43,0
,,,,,,,horns,1,2,0.43,0
,,,,,,,clothes,1,2,0.43,0
,,,,,,,reform,1,3,0.43,0
,,,,,,,mccarver,1,1,0.43,0
,,,,,,,33705725,1,1,0.43,0
,,,,,,,valkavitch,1,1,0.43,0
,,,,,,,upshaw,1,2,0.43,0
,,,,,,,recipeces,1,2,0.43,0
,,,,,,,caves,1,1,0.43,0
,,,,,,,clasp,1,1,0.43,0
,,,,,,,zepplelins,1,1,0.43,0
,,,,,,,coloma,1,1,0.43,0
,,,,,,,henry's,1,4,0.43,0
,,,,,,,roller,1,2,0.43,0
,,,,,,,marada,1,1,0.43,0
,,,,,,,regalado,1,1,0.43,0
,,,,,,,lovan,1,1,0.43,0
,,,,,,,kirkpatrick,1,1,0.43,0
,,,,,,,hoppy,1,1,0.43,0
,,,,,,,museaum,1,1,0.43,0
,,,,,,,pomkvan,1,1,0.43,0
,,,,,,,shattuck,2,2,0.43,0
,,,,,,,calava,1,1,0.43,0
,,,,,,,pa38,1,4,0.43,0
,,,,,,,demobilization,1,1,0.43,0
,,,,,,,vedros,1,3,0.43,0
,,,,,,,split,1,1,0.43,0
,,,,,,,guidice,1,1,0.43,0
,,,,,,,cavalet,1,2,0.43,0
,,,,,,,fano,1,1,0.43,0
,,,,,,,clear,1,1,0.43,0
,,,,,,,medlock,1,2,0.43,0
,,,,,,,statessubmarine,1,1,0.43,0
,,,,,,,rufin,1,2,0.43,0
,,,,,,,binning,1,1,0.43,0
,,,,,,,revelation,1,1,0.43,0
,,,,,,,ballardvale,1,2,0.43,0
,,,,,,,staffordshire,1,1,0.43,0
,,,,,,,browne,1,1,0.43,0
,,,,,,,menlost,1,1,0.43,0
,,,,,,,carolinians,1,1,0.43,0
,,,,,,,godin,1,1,0.43,0
,,,,,,,dyametto's,1,1,0.43,0
,,,,,,,kint,1,1,0.43,0
,,,,,,,6530,1,5,0.43,0
,,,,,,,minelayers,1,1,0.42,0
,,,,,,,beatty,1,3,0.42,0
,,,,,,,houseworth,1,1,0.42,0
,,,,,,,bishopville,1,1,0.42,0
,,,,,,,infamas,1,2,0.42,0
,,,,,,,marrano,1,2,0.42,0
,,,,,,,marsengill,1,1,0.42,0
,,,,,,,quisling,1,3,0.42,0
,,,,,,,keezer,1,1,0.42,0
,,,,,,,wilmore,1,1,0.42,0
,,,,,,,hal,2,5,0.42,0
,,,,,,,ybbs,1,2,0.42,0
,,,,,,,quartmaster,1,1,0.42,0
,,,,,,,f1,1,1,0.42,0
,,,,,,,pf,1,1,0.42,0
,,,,,,,fastest,1,2,0.42,0
,,,,,,,appears,1,3,0.42,0
,,,,,,,tonchan,1,1,0.42,0
,,,,,,,privett,1,1,0.42,0
,,,,,,,rouen,1,2,0.42,0
,,,,,,,reaper,1,1,0.42,0
,,,,,,,soileau,1,1,0.42,0
,,,,,,,pomeroy,1,1,0.42,0
,,,,,,,172906,1,1,0.42,0
,,,,,,,3428061,1,1,0.42,0
,,,,,,,angle,1,4,0.42,0
,,,,,,,doershuk,1,1,0.42,0
,,,,,,,kibbe,1,2,0.42,0
,,,,,,,haywood,1,1,0.42,0
,,,,,,,cul,1,3,0.42,0
,,,,,,,syoen,1,1,0.42,0
,,,,,,,boaganville,1,1,0.42,0
,,,,,,,tulagi,1,2,0.42,0
,,,,,,,necedah,1,1,0.42,0
,,,,,,,civilization,1,4,0.42,0
,,,,,,,windg�r�blajblonchlom,2,1,0.42,0
,,,,,,,speech,1,1,0.42,0
,,,,,,,super,1,1,0.42,0
,,,,,,,timmonsville,1,1,0.42,0
,,,,,,,locateing,1,1,0.42,0
,,,,,,,battel,2,2,0.42,0
,,,,,,,lcm's,1,1,0.42,0
,,,,,,,trammel,1,1,0.42,0
,,,,,,,cushman,1,3,0.42,0
,,,,,,,scandrett,1,2,0.42,0
,,,,,,,yoneli,2,2,0.42,0
,,,,,,,levels,1,1,0.42,0
,,,,,,,buchalado,1,1,0.42,0
,,,,,,,lyster,1,1,0.42,0
,,,,,,,tubidy,1,3,0.42,0
,,,,,,,futrell,1,1,0.42,0
,,,,,,,paisanos,1,5,0.42,0
,,,,,,,servicement,1,1,0.42,0
,,,,,,,pacitto,1,1,0.42,0
,,,,,,,katzman,1,1,0.42,0
,,,,,,,cartage,1,6,0.42,0
,,,,,,,carolina's,1,4,0.42,0
,,,,,,,veal,1,1,0.42,0
,,,,,,,goldsberry's,1,1,0.42,0
,,,,,,,recke,1,1,0.42,0
,,,,,,,107,2,2,0.42,0
,,,,,,,tapp,1,1,0.42,0
,,,,,,,revlutionary,1,1,0.42,0
,,,,,,,yorkneww,1,6,0.42,0
,,,,,,,govener,1,2,0.42,0
,,,,,,,unaform,1,1,0.42,0
,,,,,,,cordial,1,6,0.42,0
,,,,,,,weight,1,1,0.42,0
,,,,,,,33837689,1,3,0.42,0
,,,,,,,shells,1,2,0.42,0
,,,,,,,fyrand,1,1,0.42,0
,,,,,,,usnwwii,1,1,0.42,0
,,,,,,,kimbrough,1,1,0.42,0
,,,,,,,caffee,1,1,0.42,0
,,,,,,,gilpin,1,2,0.42,0
,,,,,,,chilton,1,1,0.42,0
,,,,,,,vosges,1,1,0.42,0
,,,,,,,3428061,1,1,0.42,0
,,,,,,,107,2,2,0.42,0
,,,,,,,33837689,1,3,0.42,0
,,,,,,,dieter,1,1,0.42,0
,,,,,,,thai,1,12,0.42,0
,,,,,,,revoluationary,1,1,0.42,0
,,,,,,,merlino,1,1,0.42,0
,,,,,,,496,1,3,0.42,0
,,,,,,,potts,1,1,0.42,0
,,,,,,,mattaponi,1,1,0.42,0
,,,,,,,dellasandro,1,1,0.42,0
,,,,,,,rittgers,1,1,0.42,0
,,,,,,,cheats,1,1,0.42,0
,,,,,,,xii,1,2,0.42,0
,,,,,,,312,1,12,0.42,0
,,,,,,,easlon,1,1,0.42,0
,,,,,,,wwq,1,5,0.42,0
,,,,,,,6067231,2,2,0.42,0
,,,,,,,novitzki,1,1,0.42,0
,,,,,,,keegan,1,1,0.42,0
,,,,,,,male,1,1,0.42,0
,,,,,,,comdr,1,1,0.42,0
,,,,,,,koeran,1,2,0.42,0
,,,,,,,813,1,2,0.42,0
,,,,,,,lineage,1,3,0.42,0
,,,,,,,consttitued,1,1,0.42,0
,,,,,,,zebel,1,1,0.42,0
,,,,,,,cecilharriswwiiaviator,1,1,0.42,0
,,,,,,,pregenzer,1,2,0.42,0
,,,,,,,marston,1,1,0.42,0
,,,,,,,plastridge,1,1,0.42,0
,,,,,,,pauline,1,3,0.42,0
,,,,,,,alfredo,2,2,0.42,0
,,,,,,,1100,1,2,0.42,0
,,,,,,,azure,1,1,0.42,0
,,,,,,,lincolns,1,1,0.42,0
,,,,,,,comapny,1,3,0.42,0
,,,,,,,ninetieth,1,8,0.42,0
,,,,,,,zangari,1,1,0.42,0
,,,,,,,freed,3,5,0.42,0
,,,,,,,polar,1,1,0.42,0
,,,,,,,memorabil,1,1,0.42,0
,,,,,,,stantial,2,2,0.42,0
,,,,,,,logsdon,1,2,0.42,0
,,,,,,,wwwnames,1,1,0.42,0
,,,,,,,alejandro,3,10,0.42,0
,,,,,,,siam,1,12,0.42,0
,,,,,,,beachead,1,1,0.42,0
,,,,,,,hellertown,1,1,0.42,0
,,,,,,,dewolf,1,1,0.42,0
,,,,,,,sabre,1,2,0.42,0
,,,,,,,vagiena,1,1,0.42,0
,,,,,,,whelan,1,1,0.42,0
,,,,,,,veterin,1,2,0.42,0
,,,,,,,dexxhvopdx,1,1,0.42,0
,,,,,,,kiberg,1,2,0.42,0
,,,,,,,often,1,1,0.42,0
,,,,,,,subchasers,1,2,0.42,0
,,,,,,,nationa,1,1,0.42,0
,,,,,,,178876,1,2,0.42,0
,,,,,,,photograph,1,1,0.42,0
,,,,,,,azores,1,1,0.42,0
,,,,,,,doebler,1,2,0.42,0
,,,,,,,hennebach,1,2,0.42,0
,,,,,,,vicories,1,2,0.42,0
,,,,,,,anapolis,1,1,0.42,0
,,,,,,,yando,1,1,0.42,0
,,,,,,,stoffels,1,2,0.42,0
,,,,,,,mcmillan,2,2,0.42,0
,,,,,,,535th,1,1,0.42,0
,,,,,,,origins,1,2,0.42,0
,,,,,,,detrick,1,2,0.42,0
,,,,,,,wisconson,1,3,0.42,0
,,,,,,,extremely,1,1,0.42,0
,,,,,,,hospital1863,1,1,0.42,0
,,,,,,,cottrill,1,1,0.42,0
,,,,,,,jasinski,1,1,0.41,0
,,,,,,,52161028,1,1,0.41,0
,,,,,,,morsello,1,1,0.41,0
,,,,,,,such,1,1,0.41,0
,,,,,,,textile,1,1,0.41,0
,,,,,,,2d,1,1,0.41,0
,,,,,,,puckaway,1,5,0.41,0
,,,,,,,semmes,1,1,0.41,0
,,,,,,,hap,1,1,0.41,0
,,,,,,,grady's,1,1,0.41,0
,,,,,,,fortilla,1,1,0.41,0
,,,,,,,vizzini,1,4,0.41,0
,,,,,,,busherd,1,1,0.41,0
,,,,,,,beltsville,1,1,0.41,0
,,,,,,,23722,1,1,0.41,0
,,,,,,,hulbert,1,1,0.41,0
,,,,,,,course,1,5,0.41,0
,,,,,,,graveen,1,3,0.41,0
,,,,,,,devasier,1,1,0.41,0
,,,,,,,georga,1,12,0.41,0
,,,,,,,wapking,1,2,0.41,0
,,,,,,,diebler,1,1,0.41,0
,,,,,,,ere,1,1,0.41,0
,,,,,,,a097579,1,1,0.41,0
,,,,,,,wipperfuerth,1,1,0.41,0
,,,,,,,fermo,1,2,0.41,0
,,,,,,,okianaw,1,6,0.41,0
,,,,,,,stubby,1,1,0.41,0
,,,,,,,warvet,1,1,0.41,0
,,,,,,,bridgewater,1,1,0.41,0
,,,,,,,daguerreotypes,1,4,0.41,0
,,,,,,,oliphint,1,1,0.41,0
,,,,,,,ledesma,1,1,0.41,0
,,,,,,,lanagan,1,2,0.41,0
,,,,,,,necklace,1,1,0.41,0
,,,,,,,drums,1,1,0.41,0
,,,,,,,kiraatfar,1,1,0.41,0
,,,,,,,hartford,1,2,0.41,0
,,,,,,,empedocles,1,1,0.41,0
,,,,,,,dee,1,1,0.41,0
,,,,,,,otte,1,1,0.41,0
,,,,,,,forgers,1,2,0.41,0
,,,,,,,architecture,1,1,0.41,0
,,,,,,,kankas,1,1,0.41,0
,,,,,,,pine,1,1,0.41,0
,,,,,,,beacon,1,1,0.41,0
,,,,,,,veteransby,1,3,0.41,0
,,,,,,,vian,1,3,0.41,0
,,,,,,,barthel,1,1,0.41,0
,,,,,,,environment,1,2,0.41,0
,,,,,,,dice,2,3,0.41,0
,,,,,,,obsn,1,1,0.41,0
,,,,,,,fromlake,1,5,0.41,0
,,,,,,,flagship,1,1,0.41,0
,,,,,,,velazquez,1,2,0.41,0
,,,,,,,pascuale,1,1,0.41,0
,,,,,,,kvam,1,1,0.41,0
,,,,,,,gail,1,3,0.41,0
,,,,,,,footsteps,1,1,0.41,0
,,,,,,,shellhouse,1,1,0.41,0
,,,,,,,inouye,1,1,0.41,0
,,,,,,,camerons,1,1,0.41,0
,,,,,,,zappone,1,1,0.41,0
,,,,,,,157,1,1,0.41,0
,,,,,,,fairground,1,1,0.41,0
,,,,,,,city's,1,4,0.41,0
,,,,,,,mohawk,1,6,0.41,0
,,,,,,,papersfor,1,1,0.41,0
,,,,,,,dowdle,1,1,0.41,0
,,,,,,,tall,1,1,0.41,0
,,,,,,,dragon,1,1,0.41,0
,,,,,,,508yh,1,2,0.41,0
,,,,,,,ufos,1,1,0.41,0
,,,,,,,cryin,1,1,0.41,0
,,,,,,,93bg328,1,1,0.41,0
,,,,,,,rockefeller,1,3,0.41,0
,,,,,,,grosse,2,12,0.41,0
,,,,,,,tadpole,1,1,0.41,0
,,,,,,,sumpter,1,1,0.41,0
,,,,,,,colonialism,1,1,0.41,0
,,,,,,,porto,1,1,0.41,0
,,,,,,,578,1,1,0.41,0
,,,,,,,beauregard,1,2,0.41,0
,,,,,,,rodriquez,1,1,0.41,0
,,,,,,,anybody,1,1,0.41,0
,,,,,,,52161028,1,1,0.41,0
,,,,,,,2d,1,1,0.41,0
,,,,,,,508yh,1,2,0.41,0
,,,,,,,jeffnson,1,1,0.41,0
,,,,,,,keller's,1,1,0.41,0
,,,,,,,greys,1,1,0.41,0
,,,,,,,fritch,1,1,0.41,0
,,,,,,,gulley,1,1,0.41,0
,,,,,,,voltneers,1,2,0.41,0
,,,,,,,quarte,1,1,0.41,0
,,,,,,,versus,1,1,0.41,0
,,,,,,,situla,1,1,0.41,0
,,,,,,,paez,1,1,0.41,0
,,,,,,,schreckenbach,1,1,0.41,0
,,,,,,,debolt,1,3,0.41,0
,,,,,,,costleigh,1,1,0.41,0
,,,,,,,skin,1,6,0.41,0
,,,,,,,ramirez,1,1,0.41,0
,,,,,,,roath,1,1,0.41,0
,,,,,,,beuford,1,1,0.41,0
,,,,,,,vessell,1,1,0.41,0
,,,,,,,leininger,1,1,0.41,0
,,,,,,,grahm,1,2,0.41,0
,,,,,,,photpography,1,2,0.41,0
,,,,,,,graph,1,1,0.41,0
,,,,,,,mcmakin,1,1,0.41,0
,,,,,,,gream,1,1,0.41,0
,,,,,,,adam's,1,1,0.41,0
,,,,,,,malon,1,2,0.41,0
,,,,,,,pedrick,1,1,0.41,0
,,,,,,,carriage,1,3,0.41,0
,,,,,,,citronelle,1,1,0.41,0
,,,,,,,boock,2,4,0.41,0
,,,,,,,saumell,1,1,0.41,0
,,,,,,,harcrow,1,1,0.41,0
,,,,,,,lawyer,1,6,0.41,0
,,,,,,,daug,1,1,0.41,0
,,,,,,,1960s,1,3,0.41,0
,,,,,,,dare,1,1,0.41,0
,,,,,,,yhomas,1,1,0.41,0
,,,,,,,dedicated,1,1,0.41,0
,,,,,,,moorehead,1,3,0.41,0
,,,,,,,treasure,1,7,0.41,0
,,,,,,,branco,1,1,0.41,0
,,,,,,,connely,1,1,0.41,0
,,,,,,,sewn,1,1,0.41,0
,,,,,,,straube,1,1,0.41,0
,,,,,,,matthieu,1,2,0.41,0
,,,,,,,raskin,1,1,0.41,0
,,,,,,,scruggs,1,1,0.41,0
,,,,,,,mcdill,1,1,0.41,0
,,,,,,,motorcycles,1,21,0.41,0
,,,,,,,oregeon,1,3,0.41,0
,,,,,,,saumur,1,1,0.41,0
,,,,,,,plands,1,1,0.41,0
,,,,,,,exact,1,1,0.41,0
,,,,,,,bet,1,1,0.41,0
,,,,,,,kreml,1,1,0.41,0
,,,,,,,bitner,1,2,0.41,0
,,,,,,,planning,1,1,0.41,0
,,,,,,,bsq,1,1,0.41,0
,,,,,,,podoll,1,5,0.41,0
,,,,,,,painting,1,1,0.41,0
,,,,,,,phillipi,1,1,0.41,0
,,,,,,,khalishalamhoa,1,1,0.41,0
,,,,,,,europeans,1,1,0.41,0
,,,,,,,darlene,1,1,0.41,0
,,,,,,,140th,1,2,0.41,0
,,,,,,,steinmacher,1,2,0.41,0
,,,,,,,rash,2,6,0.41,0
,,,,,,,hegmon,1,4,0.41,0
,,,,,,,mouse,1,1,0.41,0
,,,,,,,hornsby,1,1,0.41,0
,,,,,,,britains,1,1,0.41,0
,,,,,,,peninsular,1,2,0.41,0
,,,,,,,dischared,1,1,0.41,0
,,,,,,,flies,1,1,0.41,0
,,,,,,,revolutioary,1,1,0.41,0
,,,,,,,laine's,1,1,0.41,0
,,,,,,,clemsonww2,1,1,0.41,0
,,,,,,,molton's,1,2,0.41,0
,,,,,,,cvil,1,3,0.41,0
,,,,,,,caimpaign,1,1,0.41,0
,,,,,,,throwing,1,2,0.41,0
,,,,,,,arabit,1,1,0.41,0
,,,,,,,matlack,1,1,0.41,0
,,,,,,,1984,1,3,0.41,0
,,,,,,,kias,2,2,0.41,0
,,,,,,,reapders,1,1,0.41,0
,,,,,,,joy,1,1,0.4,0
,,,,,,,bannister,1,2,0.4,0
,,,,,,,greenberg,1,1,0.4,0
,,,,,,,brittsh,1,1,0.4,0
,,,,,,,wanty,3,3,0.4,0
,,,,,,,papadadcm,1,1,0.4,0
,,,,,,,parking,1,1,0.4,0
,,,,,,,sheridan,1,9,0.4,0
,,,,,,,222nd,1,1,0.4,0
,,,,,,,tutt,1,1,0.4,0
,,,,,,,62,2,1,0.4,0
,,,,,,,stve,1,1,0.4,0
,,,,,,,kirkland,1,1,0.4,0
,,,,,,,steck,1,1,0.4,0
,,,,,,,schockey,1,1,0.4,0
,,,,,,,oryan,1,1,0.4,0
,,,,,,,sais,1,1,0.4,0
,,,,,,,fifties,1,1,0.4,0
,,,,,,,cuffman,1,2,0.4,0
,,,,,,,sack,1,1,0.4,0
,,,,,,,hendersons,2,1,0.4,0
,,,,,,,growth,1,1,0.4,0
,,,,,,,m8,1,1,0.4,0
,,,,,,,orphan,1,4,0.4,0
,,,,,,,tj,1,1,0.4,0
,,,,,,,ro,1,1,0.4,0
,,,,,,,hut,2,2,0.4,0
,,,,,,,za,1,1,0.4,0
,,,,,,,hower,1,1,0.4,0
,,,,,,,safeguarding,1,1,0.4,0
,,,,,,,quonset,2,2,0.4,0
,,,,,,,emily,1,2,0.4,0
,,,,,,,juror,1,1,0.4,0
,,,,,,,marlow,1,2,0.4,0
,,,,,,,erp,1,1,0.4,0
,,,,,,,tennessse,1,1,0.4,0
,,,,,,,bleck,2,1,0.4,0
,,,,,,,graveyard,1,1,0.4,0
,,,,,,,sariscsany,1,1,0.4,0
,,,,,,,hosp,1,1,0.4,0
,,,,,,,notified,1,1,0.4,0
,,,,,,,upton,1,1,0.4,0
,,,,,,,kankascity,1,1,0.4,0
,,,,,,,feuchter,1,2,0.4,0
,,,,,,,honers,1,1,0.4,0
,,,,,,,plauge,1,1,0.4,0
,,,,,,,20chateau,1,1,0.4,0
,,,,,,,sentence,1,1,0.4,0
,,,,,,,ferrying,1,1,0.4,0
,,,,,,,houseman,1,3,0.4,0
